normal_consume,consumption_in_period,autoconsume,temp_max,humidity,hour,taxa_autoconsumo,hora_partida,injection_tentativa,is_sunny
0.0,0.0,0.242,18.19,62,12,1.01,1,0.24,1
0.0,0.0,0.244,18.74,66,13,1.02,1,0.24,1
0.0,0.0,0.241,19.3,68,14,1.0,1,0.24,1
0.0,0.0,0.239,19.3,69,15,1.0,1,0.24,1
0.0,0.0,0.23,18.19,73,16,1.0,1,0.23,1
0.053,0.0,0.197,17.63,74,17,0.79,1,0.14,1
0.656,0.0,0.09,16.83,79,18,0.12,1,-0.57,1
1.304,0.0,0.001,16.28,83,19,0.0,0,-1.3,0
0.997,0.0,0.0,16.28,85,20,0.0,0,-1.0,0
0.637,0.0,0.0,15.72,90,21,0.0,0,-0.64,0
0.0,0.605,0.0,15.72,92,22,0.0,0,-0.6,0
0.0,0.49,0.0,15.96,93,23,0.0,0,-0.49,0
0.0,0.835,0.0,15.41,94,0,0.0,0,-0.84,0
0.0,0.485,0.0,15.17,94,1,0.0,0,-0.48,0
0.0,0.474,0.0,15.17,94,2,0.0,0,-0.47,0
0.0,0.455,0.0,14.66,94,3,0.0,0,-0.46,0
0.0,0.278,0.0,14.61,95,4,0.0,0,-0.28,0
0.0,0.248,0.0,14.61,94,5,0.0,0,-0.25,0
0.0,0.244,0.0,14.61,95,6,0.0,0,-0.24,0
0.0,0.508,0.001,13.23,95,7,0.0,1,-0.51,1
0.57,0.0,0.055,14.23,94,8,0.09,1,-0.51,1
0.168,0.0,0.236,15.23,93,9,0.59,1,0.07,1
0.659,0.0,0.376,16.52,87,10,0.36,1,-0.28,1
0.0,0.0,0.445,15.23,78,11,1.01,1,0.44,1
0.022,0.0,0.414,16.23,78,12,0.94,1,0.39,1
0.172,0.0,0.341,17.63,74,13,0.67,1,0.17,1
0.027,0.0,0.392,16.52,71,14,0.93,1,0.36,1
0.013,0.0,0.674,16.52,68,15,0.98,1,0.66,1
0.074,0.0,0.615,16.33,70,16,0.89,1,0.54,1
0.857,0.0,0.354,15.72,74,17,0.29,1,-0.5,1
1.431,0.0,0.141,15.17,80,18,0.09,1,-1.29,1
0.949,0.0,0.028,14.61,82,19,0.03,0,-0.92,0
0.557,0.0,0.0,14.05,87,20,0.0,0,-0.56,0
1.21,0.0,0.0,14.05,90,21,0.0,0,-1.21,0
0.0,0.392,0.0,14.05,91,22,0.0,0,-0.39,0
0.0,0.245,0.0,14.05,92,23,0.0,0,-0.24,0
0.0,0.244,0.0,14.05,93,0,0.0,0,-0.24,0
0.0,0.251,0.0,13.5,93,1,0.0,0,-0.25,0
0.0,0.294,0.0,13.5,93,2,0.0,0,-0.29,0
0.0,0.306,0.0,13.5,93,3,0.0,0,-0.31,0
0.0,0.249,0.0,13.5,93,4,0.0,0,-0.25,0
0.0,0.27,0.0,13.5,93,5,0.0,0,-0.27,0
0.0,0.356,0.0,12.94,93,6,0.0,0,-0.36,0
0.0,0.236,0.001,12.94,92,7,0.0,1,-0.24,1
0.22,0.0,0.026,12.94,93,8,0.1,1,-0.19,1
0.136,0.0,0.124,12.23,94,9,0.48,1,-0.01,1
1.2,0.0,0.246,13.5,93,10,0.17,1,-0.95,1
1.029,0.0,0.328,14.85,92,11,0.24,1,-0.7,1
0.037,0.0,0.316,14.23,92,12,0.9,1,0.28,1
0.335,0.0,0.23,15.17,90,13,0.4,1,-0.11,1
0.382,0.0,0.369,15.41,92,14,0.49,1,-0.01,1
0.121,0.0,0.446,15.41,86,15,0.78,1,0.32,1
0.257,0.0,0.267,17.08,78,16,0.51,1,0.01,1
0.115,0.0,0.364,17.08,78,17,0.76,1,0.25,1
0.378,0.0,0.154,16.52,75,18,0.29,1,-0.22,1
0.537,0.0,0.011,15.17,80,19,0.02,0,-0.53,0
0.433,0.0,0.0,13.55,85,20,0.0,0,-0.43,0
0.477,0.0,0.0,13.5,86,21,0.0,0,-0.48,0
0.0,0.514,0.0,12.39,86,22,0.0,0,-0.51,0
0.0,0.492,0.0,12.39,86,23,0.0,0,-0.49,0
0.0,0.516,0.0,11.83,77,0,0.0,0,-0.52,0
0.0,0.248,0.0,11.28,72,1,0.0,0,-0.25,0
0.0,0.239,0.0,10.72,84,2,0.0,0,-0.24,0
0.0,0.244,0.0,10.72,85,3,0.0,0,-0.24,0
0.0,0.241,0.0,10.17,86,4,0.0,0,-0.24,0
0.0,0.239,0.0,9.61,86,5,0.0,0,-0.24,0
0.0,0.234,0.0,9.05,86,6,0.0,0,-0.23,0
0.0,0.209,0.022,8.5,84,7,0.1,1,-0.19,1
0.018,0.0,0.211,10.77,53,8,0.92,1,0.19,1
0.055,0.0,0.593,12.99,57,9,0.91,1,0.54,1
0.161,0.0,0.843,15.21,47,10,0.84,1,0.68,1
0.222,0.0,1.06,17.08,45,11,0.83,1,0.84,1
0.619,0.0,1.161,18.74,38,12,0.65,1,0.54,1
0.236,0.0,0.79,20.41,37,13,0.77,1,0.55,1
0.11,0.0,0.652,20.96,35,14,0.86,1,0.54,1
0.0,0.0,0.293,20.77,35,15,1.01,1,0.29,1
0.015,0.0,0.465,20.96,37,16,0.97,1,0.45,1
0.034,0.0,0.429,20.77,37,17,0.93,1,0.4,1
0.909,0.0,0.149,18.29,60,18,0.14,1,-0.76,1
1.95,0.0,0.026,15.17,70,19,0.01,0,-1.92,0
0.812,0.0,0.0,14.05,71,20,0.0,0,-0.81,0
0.703,0.0,0.0,13.5,75,21,0.0,0,-0.7,0
0.0,1.031,0.0,12.94,81,22,0.0,0,-1.03,0
0.0,1.275,0.0,12.94,69,23,0.0,0,-1.27,0
0.0,0.566,0.0,12.39,84,0,0.0,0,-0.57,0
0.0,0.355,0.0,11.28,86,1,0.0,0,-0.36,0
0.0,0.265,0.0,11.28,87,2,0.0,0,-0.26,0
0.0,0.233,0.0,10.72,89,3,0.0,0,-0.23,0
0.0,0.235,0.0,10.17,87,4,0.0,0,-0.24,0
0.0,0.234,0.0,9.61,86,5,0.0,0,-0.23,0
0.0,0.239,0.0,9.61,85,6,0.0,0,-0.24,0
0.0,1.632,0.039,9.05,82,7,0.02,1,-1.59,1
0.188,0.0,0.165,13.55,47,8,0.47,1,-0.02,1
0.0,0.0,0.228,15.21,47,9,0.99,1,0.23,1
0.0,0.0,0.233,16.88,51,10,1.01,1,0.23,1
0.0,0.0,0.23,17.08,55,11,1.0,1,0.23,1
0.0,0.0,0.234,19.1,43,12,1.02,1,0.23,1
0.0,0.0,0.238,19.66,43,13,0.99,1,0.24,1
0.0,0.0,0.334,19.1,48,14,1.01,1,0.33,1
0.0,0.0,0.246,19.1,52,15,0.98,1,0.25,1
0.007,0.0,0.225,18.55,58,16,0.98,1,0.22,1
0.102,0.0,0.132,16.88,63,17,0.57,1,0.03,1
0.96,0.0,0.039,16.88,67,18,0.04,1,-0.92,1
2.651,0.0,0.003,15.41,81,19,0.0,0,-2.65,0
0.571,0.0,0.0,13.74,84,20,0.0,0,-0.57,0
0.607,0.0,0.0,13.55,86,21,0.0,0,-0.61,0
0.0,0.56,0.0,12.99,89,22,0.0,0,-0.56,0
0.0,0.512,0.0,12.44,90,23,0.0,0,-0.51,0
0.0,0.498,0.0,12.44,91,0,0.0,0,-0.5,0
0.0,0.499,0.0,12.44,91,1,0.0,0,-0.5,0
0.0,0.448,0.0,12.39,91,2,0.0,0,-0.45,0
0.0,0.26,0.0,12.44,85,3,0.0,0,-0.26,0
0.0,0.248,0.0,13.55,67,4,0.0,0,-0.25,0
0.0,0.25,0.0,12.99,60,5,0.0,0,-0.25,0
0.0,0.254,0.0,11.74,83,6,0.0,0,-0.25,0
0.0,0.598,0.027,11.28,82,7,0.04,1,-0.57,1
0.438,0.0,0.232,15.21,43,8,0.35,1,-0.21,1
0.0,0.0,0.284,16.23,35,9,1.01,1,0.28,1
0.0,0.0,0.337,18.23,35,10,0.99,1,0.34,1
0.0,0.0,0.251,19.85,36,11,1.0,1,0.25,1
0.524,0.0,0.337,21.52,33,12,0.39,1,-0.19,1
0.0,0.0,0.309,22.63,24,13,1.0,1,0.31,1
0.0,0.0,0.321,23.23,24,14,1.0,1,0.32,1
0.0,0.0,0.319,23.23,22,15,1.0,1,0.32,1
0.0,0.0,0.307,23.74,19,16,0.99,1,0.31,1
0.0,0.0,0.33,23.23,18,17,1.0,1,0.33,1
0.207,0.0,0.137,21.74,44,18,0.4,1,-0.07,1
0.953,0.0,0.012,22.37,43,19,0.01,0,-0.94,1
0.915,0.0,0.0,20.02,52,20,0.0,0,-0.92,0
0.479,0.0,0.0,17.39,61,21,0.0,0,-0.48,0
0.0,0.497,0.0,14.3,68,22,0.0,0,-0.5,0
0.0,0.487,0.0,15.17,71,23,0.0,0,-0.49,0
